"phenotype","phenotype_sub","phenotype_sex","sgg_phesant_name","description","variable_type","SGG_available","phesant_processed","sgg_file","downloaded","category","define_category","v2_exists","v2_downloaded"
"5325_4","5325","female","NA","Ever had refractive laser eye surgery: Both eyes","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"5327_0","5327","female","NA","Ever had laser treatment for glaucoma or high eye pressure: No","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"5452","5452","female","NA","Leg pain when standing still or sitting","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"5463","5463","female","NA","Leg pain in calf/calves","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"5474","5474","female","NA","Leg pain when walking uphill or hurrying","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"5485","5485","female","NA","Leg pain when walking normally","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"5496","5496","female","NA","Leg pain when walking ever disappears while walking","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"5518","5518","female","NA","Leg pain on walking : effect of standing still","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"5529","5529","female","NA","Surgery on leg arteries (other than for varicose veins)","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"5540_0","5540","female","NA","Surgery/amputation of toe or leg: No","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"5556","5556","female","5556","FI9 : concept interpolation","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21071/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"5610_3","5610","female","5610_3","Which eye(s) affected by presbyopia: Both eyes","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5610_1","5610","female","5610_1","Which eye(s) affected by presbyopia: Right eye","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5610_2","5610","female","5610_2","Which eye(s) affected by presbyopia: Left eye","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5663","5663","female","5663","Length of longest manic/irritable episode","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5674","5674","female","5674","Severity of manic/irritable episodes","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5699","5699","female","5699","FI10 : arithmetic sequence recognition","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21071/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5779","5779","female","5779","FI11 : antonym","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21071/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5832_3","5832","female","5832_3","Which eye(s) affected by hypermetropia (long sight): Both eyes","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5832_1","5832","female","5832_1","Which eye(s) affected by hypermetropia (long sight): Right eye","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5832_2","5832","female","5832_2","Which eye(s) affected by hypermetropia (long sight): Left eye","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5843_3","5843","female","5843_3","Which eye(s) affected by myopia (short sight): Both eyes","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5843_1","5843","female","5843_1","Which eye(s) affected by myopia (short sight): Right eye","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5843_2","5843","female","5843_2","Which eye(s) affected by myopia (short sight): Left eye","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5855_3","5855","female","5855_3","Which eye(s) affected by astigmatism: Both eyes","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE","NA"
"5855_1","5855","female","5855_1","Which eye(s) affected by astigmatism: Right eye","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE","NA"
"5855_2","5855","female","5855_2","Which eye(s) affected by astigmatism: Left eye","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"5866","5866","female","5866","FI13 : subset inclusion logic","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21071/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"20018","20018","female","20018","Prospective memory result","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21071/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"20077","20077","female","20077","Number of diet questionnaires completed","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin2/out_bin2..tsv","YES","diet","FALSE","FALSE","NA"
"20128","20128","female","20128","Number of fluid intelligence questions attempted within time limit","ordinal","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21071/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","FALSE","NA"
"20403","20403","female","NA","Amount of alcohol drunk on a typical drinking day","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20407","20407","female","NA","Frequency of failure to fulfil normal expectations due to drinking alcohol in last year","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20408","20408","female","NA","Frequency of memory loss due to drinking alcohol in last year","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20409","20409","female","NA","Frequency of feeling guilt or remorse after drinking alcohol in last year","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20412","20412","female","NA","Frequency of needing morning drink of alcohol after heavy drinking session in last year","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20413","20413","female","NA","Frequency of inability to cease drinking in last year","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20414","20414","female","NA","Frequency of drinking alcohol","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20416","20416","female","NA","Frequency of consuming six or more units of alcohol","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20418","20418","female","NA","Impact on normal roles during worst period of anxiety","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20436","20436","female","NA","Fraction of day affected during worst episode of depression","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20438","20438","female","NA","Duration of worst depression","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20439","20439","female","NA","Frequency of depressed days during worst episode of depression","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20440","20440","female","NA","Impact on normal roles during worst period of depression","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20442","20442","female","NA","Lifetime number of depressed periods","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20453","20453","female","NA","Ever taken cannabis","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20454","20454","female","NA","Maximum frequency of taking cannabis","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20458","20458","female","NA","General happiness","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20459","20459","female","NA","General happiness with own health","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20460","20460","female","NA","Belief that own life is meaningful","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20479","20479","female","NA","Ever thought that life not worth living","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20485","20485","female","NA","Ever contemplated self-harm","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20487","20487","female","NA","Felt hated by family member as a child","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20488","20488","female","NA","Physically abused by family as a child","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20489","20489","female","NA","Felt loved as a child","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20490","20490","female","NA","Sexually molested as a child","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20491","20491","female","NA","Someone to take to doctor when needed as a child","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20492","20492","female","NA","Longest period of mania or irritability","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20494","20494","female","NA","Felt irritable or had angry outbursts in past month","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20495","20495","female","NA","Avoided activities or situations because of previous stressful experience in past month","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20496","20496","female","NA","Felt distant from other people in past month","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20497","20497","female","NA","Repeated disturbing thoughts of stressful experience in past month","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20498","20498","female","NA","Felt very upset when reminded of stressful experience in past month","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20505","20505","female","NA","Recent easy annoyance or irritability","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20506","20506","female","NA","Recent feelings or nervousness or anxiety","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20507","20507","female","NA","Recent feelings of inadequacy","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20508","20508","female","NA","Recent trouble concentrating on things","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20509","20509","female","NA","Recent inability to stop or control worrying","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20510","20510","female","NA","Recent feelings of depression","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20511","20511","female","NA","Recent poor appetite or overeating","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20512","20512","female","NA","Recent feelings of foreboding","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20513","20513","female","NA","Recent thoughts of suicide or self-harm","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20514","20514","female","NA","Recent lack of interest or pleasure in doing things","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20515","20515","female","NA","Recent trouble relaxing","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20516","20516","female","NA","Recent restlessness","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20517","20517","female","NA","Trouble falling or staying asleep, or sleeping too much","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20518","20518","female","NA","Recent changes in speed/amount of moving or speaking","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20519","20519","female","NA","Recent feelings of tiredness or low energy","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20520","20520","female","NA","Recent worrying too much about different things","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20521","20521","female","NA","Belittlement by partner or ex-partner as an adult","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20522","20522","female","NA","Been in a confiding relationship as an adult","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20523","20523","female","NA","Physical violence by partner or ex-partner as an adult","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20524","20524","female","NA","Sexual interference by partner or ex-partner without consent as an adult","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20525","20525","female","NA","Able to pay rent/mortgage as an adult","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20537","20537","female","NA","Frequency of difficulty controlling worry during worst period of anxiety","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20539","20539","female","NA","Frequency of inability to stop worrying during worst period of anxiety","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"22599","22599","female","NA","Number of jobs held","ordinal","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"5992","5992","female","NA","ECG, phase duration","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6015","6015","female","NA","Chest pain felt during physical activity","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6016","6016","female","NA","Chest pain felt outside physical activity","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6017","6017","female","NA","Able to walk or cycle unaided for 10 minutes","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6020_1","6020","female","NA","Completion status of test: Fully completed","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6020_31","6020","female","NA","Completion status of test: Participant wanted to stop early","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6020_32","6020","female","NA","Completion status of test: Participant reported chest-pain and/or other discomfort","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6020_33","6020","female","NA","Completion status of test: Heart rate reached safety level","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6034","6034","female","NA","Target heart rate achieved","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6070_1","6070","female","NA","OCT measured (right): Measurable","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6070_6","6070","female","NA","OCT measured (right): Not performed - equipment failure","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6070_7","6070","female","NA","OCT measured (right): Not performed - other reason","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6072_1","6072","female","NA","OCT measured (left): Measurable","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6072_6","6072","female","NA","OCT measured (left): Not performed - equipment failure","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6072_7","6072","female","NA","OCT measured (left): Not performed - other reason","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6138_3","6138","female","6138_3","Qualifications: O levels/GCSEs or equivalent","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6138_1","6138","female","6138_1","Qualifications: College or University degree","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6138_100","6138","female","6138_100","Qualifications: None of the above","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6138_2","6138","female","6138_2","Qualifications: A levels/AS levels or equivalent","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6138_6","6138","female","6138_6","Qualifications: Other professional qualifications eg: nursing, teaching","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6138_5","6138","female","6138_5","Qualifications: NVQ or HND or HNC or equivalent","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6138_4","6138","female","6138_4","Qualifications: CSEs or equivalent","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6139_100","6139","female","NA","Gas or solid-fuel cooking/heating: None of the above","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6139_1","6139","female","NA","Gas or solid-fuel cooking/heating: A gas hob or gas cooker","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6139_3","6139","female","NA","Gas or solid-fuel cooking/heating: An open solid fuel fire that you use regularly in winter time","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6139_2","6139","female","NA","Gas or solid-fuel cooking/heating: A gas fire that you use regularly in winter time","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6140_1","6140","female","NA","Heating type(s) in home: Gas central heating","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6140_100","6140","female","NA","Heating type(s) in home: None of the above","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6140_3","6140","female","NA","Heating type(s) in home: Oil (kerosene) central heating","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6140_6","6140","female","NA","Heating type(s) in home: Open fire without central heating","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6140_2","6140","female","NA","Heating type(s) in home: Electric storage heaters","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6140_5","6140","female","NA","Heating type(s) in home: Solid fuel central heating","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6140_4","6140","female","NA","Heating type(s) in home: Portable gas or paraffin heaters","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6141_1","6141","female","6141_1","How are people in household related to participant: Husband, wife or partner","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21068/bin1/out_bin1..tsv","YES","lifestyle","FALSE","TRUE","TRUE"
"6141_8","6141","female","6141_8","How are people in household related to participant: Other unrelated","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21068/bin1/out_bin1..tsv","YES","lifestyle","FALSE","TRUE","TRUE"
"6141_2","6141","female","6141_2","How are people in household related to participant: Son and/or daughter (include step-children)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21068/bin1/out_bin1..tsv","YES","lifestyle","FALSE","TRUE","TRUE"
"6141_7","6141","female","6141_7","How are people in household related to participant: Other related","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21068/bin1/out_bin1..tsv","YES","lifestyle","FALSE","TRUE","TRUE"
"6141_4","6141","female","6141_4","How are people in household related to participant: Mother and/or father","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21068/bin1/out_bin1..tsv","YES","lifestyle","FALSE","TRUE","TRUE"
"6141_3","6141","female","6141_3","How are people in household related to participant: Brother and/or sister","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21068/bin1/out_bin1..tsv","YES","lifestyle","FALSE","TRUE","TRUE"
"6141_6","6141","female","6141_6","How are people in household related to participant: Grandchild","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21068/bin1/out_bin1..tsv","YES","lifestyle","FALSE","TRUE","TRUE"
"6142_2","6142","female","6142_2","Current employment status: Retired","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6142_1","6142","female","6142_1","Current employment status: In paid employment or self-employed","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6142_5","6142","female","6142_5","Current employment status: Unemployed","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6142_4","6142","female","6142_4","Current employment status: Unable to work because of sickness or disability","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6142_3","6142","female","6142_3","Current employment status: Looking after home and/or family","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6142_6","6142","female","6142_6","Current employment status: Doing unpaid or voluntary work","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6142_7","6142","female","6142_7","Current employment status: Full or part-time student","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6142_100","6142","female","6142_100","Current employment status: None of the above","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6143_1","6143","female","6143_1","Transport type for commuting to job workplace: Car/motor vehicle","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6143_3","6143","female","6143_3","Transport type for commuting to job workplace: Public transport","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6143_2","6143","female","6143_2","Transport type for commuting to job workplace: Walk","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6143_4","6143","female","6143_4","Transport type for commuting to job workplace: Cycle","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6143_100","6143","female","6143_100","Transport type for commuting to job workplace: None of the above","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6144_5","6144","female","6144_5","Never eat eggs, dairy, wheat, sugar: I eat all of the above","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE","NA"
"6144_3","6144","female","6144_3","Never eat eggs, dairy, wheat, sugar: Wheat products","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6144_4","6144","female","6144_4","Never eat eggs, dairy, wheat, sugar: Sugar or foods/drinks containing sugar","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet","FALSE","FALSE","NA"
"6144_1","6144","female","6144_1","Never eat eggs, dairy, wheat, sugar: Eggs or foods containing eggs","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6144_2","6144","female","6144_2","Never eat eggs, dairy, wheat, sugar: Dairy products","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6145_1","6145","female","6145_1","Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault to yourself","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6145_100","6145","female","6145_100","Illness, injury, bereavement, stress in last 2 years: None of the above","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6145_2","6145","female","6145_2","Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault of a close relative","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6145_3","6145","female","6145_3","Illness, injury, bereavement, stress in last 2 years: Death of a close relative","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6145_6","6145","female","6145_6","Illness, injury, bereavement, stress in last 2 years: Financial difficulties","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6145_5","6145","female","6145_5","Illness, injury, bereavement, stress in last 2 years: Marital separation/divorce","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle","FALSE","FALSE","NA"
"6145_4","6145","female","6145_4","Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","NO","NA","TRUE","FALSE","NA"
"6146_100","6146","female","NA","Attendance/disability/mobility allowance: None of the above","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6146_2","6146","female","NA","Attendance/disability/mobility allowance: Disability living allowance","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6146_1","6146","female","NA","Attendance/disability/mobility allowance: Attendance allowance","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6146_3","6146","female","NA","Attendance/disability/mobility allowance: Blue badge","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"6147_6","6147","female","6147_6","Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia')","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"6147_3","6147","female","6147_3","Reason for glasses/contact lenses: For just reading/near work as you are getting older (called 'presbyopia')","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","TRUE","TRUE"
"6147_2","6147","female","6147_2","Reason for glasses/contact lenses: For long-sightedness, i.e. for distance and near, but particularly for near tasks like reading (called 'hypermetropia')","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","TRUE","TRUE"
"6147_1","6147","female","6147_1","Reason for glasses/contact lenses: For short-sightedness, i.e. only or mainly for distance viewing such as driving, cinema etc (called 'myopia')","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21070/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","TRUE","TRUE"
